Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation,mixed_type_col
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,630
Vg,female,ST, wa ,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Vg,female,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,360
Vg,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg, vG ,OTHERS,HOUSE_WIFE,336
,female,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent, others ,SCHOOL_TEACHER,
Vg,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,917
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,461
Vg, FEMALE ,General,WA,TWO,SEBA,,ENGLISH, eXCELLENT ,Excellent,OTHERS,COLLEGE_TEACHER,398
Vg,male,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,92
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,887
Vg,male,General,NO, one ,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,314
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,462
Vg,male,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,unknown
Vg,female,General,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,288
Vg,female,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,553
Vg,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,CULTIVATOR,900
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE,328
Vg,male,OBC,WA,TWO,SEBA, ahsec ,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,bad
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,875
Vg,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,360
Vg,male,OBC,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent, cultivator ,SCHOOL_TEACHER,unknown
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,BUSINESS,44
Vg,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,907
Vg,male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Good,Good,,HOUSE_WIFE,
Vg,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,SCHOOL_TEACHER,215
Vg,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,unknown
Vg,female,General,WA,THREE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,unknown
Vg,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,SCHOOL_TEACHER,
Vg, FEMALE ,SC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,704
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS, house_wife ,unknown
Vg,female,General,NO,ONE,SEBA,,ENGLISH,Excellent,Excellent,ENGINEER,ENGINEER,
Vg,male,OBC,WA,,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,307
Vg,male,OBC,NO,FOUR,CBSE, cbse ,ENGLISH, eXCELLENT ,Vg,OTHERS,HOUSE_WIFE,unknown
Vg,female,General,WA,TWO,SEBA, ahsec ,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,65
Vg,female,OBC,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,,OTHERS,HOUSE_WIFE,unknown
Vg,female,OBC, wa ,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,264
Vg,male,OBC, no ,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,89
Vg,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER,408
Vg,male,OBC,WA,THREE,SEBA,AHSEC, english ,Vg,Vg,OTHERS,HOUSE_WIFE,
Vg,female,General, no ,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,DOCTOR,DOCTOR,992
Vg,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,661
Vg,female,OBC,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,392
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,bad
Vg,male,General,WA, two ,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,89
Vg,male,General,WA,TWO,SEBA, ahsec ,ENGLISH,Good,Good,BUSINESS,HOUSE_WIFE,386
Vg,female,SC, no ,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,581
Vg,female,SC,NO,ONE,CBSE,CBSE,ENGLISH,,Excellent,BANK_OFFICIAL,HOUSE_WIFE,20
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE,919
Vg,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,515
Vg,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Vg,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Vg,female, obc ,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,836
Vg,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,366
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent, vG ,OTHERS,HOUSE_WIFE,928
Vg, MALE ,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,
Vg,male,OBC,OA,ONE,CBSE, cbse ,ENGLISH,Excellent,Excellent,ENGINEER,ENGINEER,636
Vg,female,General,WA,TWO,SEBA,AHSEC,,Vg,Vg,BUSINESS,HOUSE_WIFE,203
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,DOCTOR,192
Vg,female, gENERAL ,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,33
Vg,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,439
Vg,male,General,WA,ONE,CBSE,CBSE, english ,Excellent,Excellent,,HOUSE_WIFE,834
Vg,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,921
Vg,female,General,WA,TWO,OTHERS,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE,bad
Vg,male,General,WA,THREE,SEBA, ahsec ,OTHERS,Vg,Vg,CULTIVATOR,HOUSE_WIFE,553
Vg,female,General,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,916
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent, eXCELLENT ,COLLEGE_TEACHER,ENGINEER,unknown
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,unknown
Vg,male,General,OA, two ,CBSE,CBSE,ENGLISH,Excellent,Vg, others ,HOUSE_WIFE,180
Vg,male,General,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,unknown
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,316
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,195
Vg,male,General,WA,TWO,CBSE,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,369
Vg,female, obc ,WA,TWO,SEBA, ahsec , english ,Excellent, eXCELLENT ,BUSINESS,SCHOOL_TEACHER,603
Vg,female,OBC,NO,ONE,CBSE,CBSE,ENGLISH,Vg,Good, business ,SCHOOL_TEACHER,unknown
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE,330
Vg,male,SC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,596
Vg, NAN ,SC,WA,ONE,OTHERS,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,bad
Vg,male,General,WA,,SEBA,AHSEC,ENGLISH,Vg,Excellent,ENGINEER,HOUSE_WIFE,675
Vg,female,OBC,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,141
Vg,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS, house_wife ,347
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,648
 gOOD ,female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Excellent, vG ,SCHOOL_TEACHER,HOUSE_WIFE,216
Good,male,SC,,TWO,SEBA,CBSE,OTHERS,Vg,Good,OTHERS,HOUSE_WIFE,unknown
Good,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent, NAN ,SCHOOL_TEACHER,SCHOOL_TEACHER,321
Good,male,General,WA,THREE, seba ,AHSEC,ASSAMESE,Vg,Vg,SCHOOL_TEACHER, school_teacher ,678
Good,female,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Good,male,General,NO,TWO,SEBA, ahsec ,OTHERS,Excellent,,OTHERS,HOUSE_WIFE,129
Good,male,SC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,unknown
Good,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS, house_wife ,194
Good,female,General,WA,ONE,OTHERS,CBSE, english ,Excellent,Excellent,ENGINEER, doctor ,741
Good,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,566
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Average,Good,SCHOOL_TEACHER,HOUSE_WIFE,
Good,male,OBC,WA,TWO, cbse ,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,
Good,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,432
Good,female,OBC,,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,688
Good,female,General, wa ,THREE, cbse ,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,
Good,male,OBC,OA,FOUR,SEBA,OTHERS,ENGLISH,Vg,,COLLEGE_TEACHER,HOUSE_WIFE,30
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent, eXCELLENT ,OTHERS,HOUSE_WIFE,unknown
Good,male,General,OA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent, NAN , house_wife ,335
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,793
 gOOD ,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,bad
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,576
Good,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,Good, vG ,BUSINESS,HOUSE_WIFE,360
Good,,OBC,WA, two ,SEBA,AHSEC,ENGLISH,Excellent,Vg, school_teacher ,HOUSE_WIFE,853
Good,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER,unknown
Good,male,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,896
Good,male,General,NO,ONE,SEBA,AHSEC, english , vG ,Vg,OTHERS,HOUSE_WIFE,207
 gOOD , FEMALE ,General,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,BUSINESS,HOUSE_WIFE,bad
 gOOD ,male,General,NO,ONE,CBSE,CBSE, english , eXCELLENT ,Excellent,OTHERS,HOUSE_WIFE,24
Good,male,SC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,unknown
Good,male,General,OA,ONE,CBSE,CBSE, english ,Excellent,Excellent,ENGINEER,HOUSE_WIFE,
Good,female,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,OTHERS,547
Good,female,General,WA,TWO,CBSE, cbse ,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,unknown
Good,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,597
Good,male,General,WA,THREE, seba ,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,819
Good,female,OBC,WA,ONE,SEBA,AHSEC, english , vG ,Vg,OTHERS,HOUSE_WIFE,27
Good,female,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,526
Good,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,OTHERS,739
Good,female,General,,TWO,SEBA,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,424
Good,male,General,WA,TWO,SEBA,CBSE, english ,Excellent,Vg,OTHERS,HOUSE_WIFE,925
 gOOD ,female,OBC,OA, three ,CBSE,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,662
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent, eXCELLENT ,DOCTOR,DOCTOR,34
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent, engineer ,HOUSE_WIFE,
Good,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,383
Good,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,131
Good,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,950
Good,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,222
Good,male,OBC,NO,FIVE,SEBA,AHSEC,OTHERS,Good,Average,SCHOOL_TEACHER,HOUSE_WIFE,83
Good,male,General,WA,TWO, cbse ,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,222
Good,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,823
Good,male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Good,female,OBC,WA,SEVEN,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,819
Good,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,461
Good,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,HOUSE_WIFE,387
Good,female,OBC,WA,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,BUSINESS,HOUSE_WIFE,199
 gOOD ,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,556
Good,female,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,269
Good,male,OBC,WA,TWO,SEBA,AHSEC, assamese ,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,970
Good,female,General,WA,TWO,SEBA,AHSEC,ENGLISH, eXCELLENT ,Excellent,DOCTOR,HOUSE_WIFE,377
Good,female,General,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,314
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,unknown
Good,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,520
Good,female,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,170
Good,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,480
Good,female,OBC,WA, two ,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER, others ,
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,716
Good,male,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,573
Good,female,OBC,WA, one ,CBSE,CBSE,ENGLISH, eXCELLENT ,Excellent,OTHERS,OTHERS,730
Good,male,General, wa ,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,
Good,male,General,WA,ONE,SEBA,AHSEC, english ,,Excellent,DOCTOR,HOUSE_WIFE,729
,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent, school_teacher ,HOUSE_WIFE,340
Good,female,OBC,WA,TWO, cbse , cbse ,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,201
Good,female,OBC,WA,ONE,CBSE, cbse ,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,529
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,449
Good,female,OBC,WA,THREE,SEBA,AHSEC,OTHERS, gOOD ,Good,BUSINESS,HOUSE_WIFE,313
Good,male,General,WA,TWO,CBSE,,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,811
Good,female,OBC,WA,FOUR,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE,bad
Good,female,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,unknown
Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent, doctor ,OTHERS,680
Good,male,General,WA,TWO,SEBA,AHSEC, others ,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,984
Good,male,General,WA, two ,SEBA,AHSEC,OTHERS,Excellent, vG ,OTHERS,OTHERS,11
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,364
Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,,OTHERS,HOUSE_WIFE,737
Good, MALE , gENERAL ,WA,ONE,SEBA, ahsec ,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,497
Good,male,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,
Good,male,OBC,NO,THREE,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,474
Good, FEMALE ,General,WA,THREE, seba ,AHSEC,ASSAMESE,Excellent,Vg,DOCTOR,OTHERS,
Good,female, gENERAL ,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent, business ,HOUSE_WIFE,433
Good,male,General,NO,ONE, seba ,AHSEC,OTHERS,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,404
 gOOD ,female,General,WA,TWO,CBSE, cbse ,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,845
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,147
Good,female,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,155
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,141
Good,female,SC,NO,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,567
Good,female,General,WA,TWO,SEBA,AHSEC,ENGLISH, eXCELLENT , eXCELLENT ,OTHERS,OTHERS,995
Good,female,General,WA, one , cbse ,CBSE,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,618
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,816
Good,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,851
Good,male,OBC,WA,TWO,CBSE, cbse ,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,609
Good,male,General,NO,TWO,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,243
Good,female,OBC, wa ,ONE,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,960
Good,male,SC,NO,ONE,CBSE,CBSE,ENGLISH, eXCELLENT ,Excellent,BUSINESS,HOUSE_WIFE,787
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Vg, vG ,BUSINESS,HOUSE_WIFE,872
Good,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE,983
Good,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS, house_wife ,348
Good,male,General, wa , two ,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,143
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,859
Good,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS, school_teacher ,bad
Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,694
Good,male,SC,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,257
Good,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,354
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,610
Good,male,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,394
Good,male,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,281
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent, vG ,BUSINESS,HOUSE_WIFE,209
Good,male,SC,WA,TWO,CBSE,CBSE, english , eXCELLENT ,Excellent,CULTIVATOR,HOUSE_WIFE,649
Good,male,General,OA,ONE,CBSE,CBSE,ENGLISH,Excellent, eXCELLENT ,DOCTOR,SCHOOL_TEACHER,35
Good,male,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,unknown
Good,male,General,NO,TWO,SEBA,AHSEC,OTHERS,Vg,Vg,BUSINESS,HOUSE_WIFE,
Good,male,General,WA,FOUR,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,734
Good,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,29
 gOOD ,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,419
Good,female,General, wa ,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,121
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,587
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH, eXCELLENT ,,OTHERS,HOUSE_WIFE,bad
Good,female,OBC, wa ,TWO,,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,25
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,411
Good,female,General,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,bad
Good, FEMALE ,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,109
Good, MALE ,General,NO,ONE,CBSE,,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,495
Good,male,General,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,unknown
Good,female,SC,WA,ONE,OTHERS,CBSE,ENGLISH, eXCELLENT ,Excellent,DOCTOR,HOUSE_WIFE,
Good,female,OBC, wa ,ONE,SEBA,AHSEC,ENGLISH,Excellent, eXCELLENT ,DOCTOR,HOUSE_WIFE,750
Good,female,General,NO,TWO,SEBA,CBSE,ENGLISH,Excellent,Vg, business ,HOUSE_WIFE,unknown
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,, doctor ,SCHOOL_TEACHER,942
Good,male,General,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,145
Good,female,General, no ,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,605
